HOITEMID,ITEMNAME,ADDRESS,LGA,LISTING,LISTINGNO,PLANNO,RUNDATE,LISTING_DA
5061825,"King George V Memorial Avenue of Oaks, Tamworth",King George V Memorial Avenue of oaks,Tamworth Regional,SHR,1922,2596,1/04/2014,
5060567,Electricity Substation No. 349,2S Frances Street Randwick,Randwick,SHR,1792,2231,20/03/2014,
5054914,Old Man's Valley Cemetery,NULL,Hornsby,SHR,1764,2157,20/03/2014,
5045656,Avonmore Terrace,26-42 The Avenue Randwick,Randwick,SHR,565,1534,20/03/2014,
5051545,Sydney Observatory,NULL,Sydney,SHR,1449,2115,20/03/2014,
5052884,Cathedral Church of Christ the King (inc. hall and cottages),NULL,Clarence Valley,SHR,1654,2078,20/03/2014,
5045166,Coach & Horses Inn,NULL,Wingecarribee,SHR,102,331,20/03/2014,
5045346,Scone Railway Station,NULL,Upper Hunter,SHR,1242,NULL,20/03/2014,
5045254,Balmoral Bathers Pavilion,NULL,Mosman,SHR,760,1825,20/03/2014,
5056348,Lake Parramatta Dam,30 Darcy Street North Parramatta,Parramatta,SHR,1879,2514,20/03/2014,
5044984,Transport House,19-31 York Street Sydney,Sydney,SHR,1271,2272,20/03/2014,
5012289,Windsor Railway Station Group and Former Goods Yard,NULL,Hawkesbury,SHR,1287,2425,20/03/2014,
5060189,Hyde Park,NULL,Sydney,SHR,1871,2518,20/03/2014,
5051483,Warragamba Dam - Haviland Park,NULL,Wollondilly,SHR,1375,NULL,20/03/2014,
5045200,"Old Registry Office, Sydney Supreme Court House",NULL,Sydney,SHR,801,2498,20/03/2014,
5045168,Bird In The Hand Inn (former),87 Eldon Street Pitt Town,Hawkesbury,SHR,373,885,20/03/2014,
5056381,Englefield,49 Newcastle Street East Maitland,Maitland,SHR,1772,2206,20/03/2014,
5054727,HMAS Parramatta shipwreck and memorials,Historic Shipwreck: Cascade Gully Memorials Parramatta and Sydney Parramatta,Multiple LGAs,SHR,1676,2188,20/03/2014,
5044995,Babworth House,103 Darling Point Road Darling Point,Woollahra,SHR,1300,NULL,20/03/2014,
5045338,Hastings Historical Society Museum,22 Clarence Street Port Macquarie,Port Macquarie-Hastings,SHR,326,773,20/03/2014,
5012113,Mount Murray Railway Station group,NULL,Wingecarribee,SHR,1202,NULL,20/03/2014,
5045613,Magistrate's House,NULL,Wingecarribee,SHR,98,327,20/03/2014,
5011947,Bowenfels Rail Viaducts,Main Western Railway Bowenfels,Lithgow,SHR,1028,2163,8/07/2014,
5052422,Grave of Ben Hall,,Forbes,SHR,1827,2281,,
5012051,Hawkesbury River Railway Station group,NULL,Hornsby,SHR,1166,2412,20/03/2014,
5045684,Family Hotel,240 Princes Highway Bulli,Wollongong City,SHR,263,636,20/03/2014,
5045208,Bronte House,470 Bronte Road Bronte,Waverley,SHR,55,249,20/03/2014,
5051459,Kunderang East Pastoral Station,80km north-west Oxley Wild Rivers National Park Kempsey,Armidale Dumaresq,SHR,996,NULL,20/03/2014,
5014131,Abernethy and Co Stonemason's Lathe,Moruya and District Historical Society 85 Campbell Street Moruya,Eurobodalla,SHR,942,NULL,20/03/2014,
5053185,Playfair Street Terraces,17-31 Playfair Street The Rocks,Sydney,SHR,1569,NULL,20/03/2014,
5045733,"St. John's Church, Hall & Grounds",1D Parry Street Cooks Hill,Newcastle,SHR,124,690,20/03/2014,
5045519,Brundah,37 Norton Street Ballina,Ballina,SHR,194,460,20/03/2014,
5060991,Conservatorium of Music,NULL,Sydney,SHR,1849,2392,20/03/2014,
5045113,Bathurst rail Bridge over Macquarie River,Main Western Railway Bathurst,Bathurst Regional,SHR,1025,2650,6/06/2014,
5045410,Mary Immaculate Group,45 Victoria Street Waverley,Waverley,SHR,626,1650,20/03/2014,
5045015,Hambledon Homestead,NULL,Wagga Wagga,SHR,351,819 (draft),20/03/2014,
5014099,Kiandra Courthouse/Chalet,NULL,Snowy River,SHR,994,NULL,20/03/2014,
5045252,Varroville,196 St Andrews Road Varroville,Campbelltown,SHR,737,1798,20/03/2014,
5045257,Fitzroy Terrace,6-18 Pitt Street Redfern,Sydney,SHR,83,277,20/03/2014,
5061816,Baronda,,Bega Valley,SHR,1915,2576,15/08/2014,
5051446,Sewage Pumping Station 38,NULL,Botany Bay,SHR,1344,2033,20/03/2014,
5045455,"St. Jude's Anglican Church, Cemetery, Rectory, Vergers Residence",102-108 Avoca Street Randwick,Randwick,SHR,12,23,20/03/2014,
5044983,Wilsons Farm House,310 West Botany Street Rockdale,Rockdale,SHR,487,1198,20/03/2014,
5045145,Elizabeth Bay House Grotto Site and works,14-16 (northern boundary of) Onslow Avenue Elizabeth Bay,Sydney,SHR,116,162,20/03/2014,
5052867,Mount St Marys College and Convent,10-14 Civic Place Katoomba,Blue Mountains,SHR,1681,1941,20/03/2014,
5045309,Derrylyn,16 Deakin Avenue Haberfield,Ashfield,SHR,279,678,20/03/2014,
5051248,Foreshore land and structures,9 Pixie Avenue Green Point,Gosford,SHR,1306,1888,20/03/2014,
5045322,Imperial Hotel,NULL,Blacktown,SHR,114,348,20/03/2014,
5045023,Mackenzie House,29 Fitzgerald Street Windsor,Hawkesbury,SHR,735,1795,20/03/2014,
5051286,Tamworth Post Office,NULL,Tamworth Regional,SHR,1421,NULL,20/03/2014,
5000659,Davidson Whaling Station,35km South Of Eden,Bega Valley,SHR,984,NULL,20/03/2014,
5045381,Glenmore,754-760 Mulgoa Road Mulgoa,Penrith,SHR,74,268,20/03/2014,
5045340,Darlinghurst Court House and Residence,NULL,Sydney,SHR,792,2495,20/03/2014,
5045008,Vaucluse House,NULL,Woollahra,SHR,955,NULL,20/03/2014,
5045730,Christ Church Anglican Group,NULL,Queanbeyan,SHR,43,212,20/03/2014,
5055594,All Saints Anglican Church,NULL,Lachlan,SHR,1787,2170,20/03/2014,
5045188,St. Luke's Anglican Church,NULL,Liverpool,SHR,86,280,20/03/2014,
5045643,"First Bank, The (former)",12 Jellore Street Berrima,Wingecarribee,SHR,105,334,20/03/2014,
5051254,Everglades,37 - 49 Everglades Avenue Leura,Blue Mountains,SHR,1498,2126,20/03/2014,
5045017,St. Cloud and Site,223 Burwood Road Burwood,Burwood,SHR,564,1539,20/03/2014,
5045553,Hollowforth,146 Kurraba Road Neutral Bay,North Sydney,SHR,450,1142,20/03/2014,
5012087,Leeton District Lands Office,NULL,Leeton,SHR,965,NULL,20/03/2014,
5045678,Regency Townhouses,"57, 59, 61 Lower Fort Street Millers Point",Sydney,SHR,887,NULL,20/03/2014,
5045396,Hilton,313-315 Mowbray Road Chatswood,Willoughby,SHR,374,879,20/03/2014,
5001478,Lord Howe Island Group,NULL,Lord Howe Island,SHR,970,NULL,20/03/2014,
5045577,Bourke Street Congregational Church & School (Former),411A Bourke Street Darlinghurst,Sydney,SHR,382,895,20/03/2014,
5049926,Qantas House (No. 1 Chifley Square),68-96 Hunter Street Sydney,Sydney,SHR,1512,2106,20/03/2014,
5051460,Hill End Historic Site,NULL,Bathurst Regional,SHR,993,NULL,20/03/2014,
5045046,Boronia,624-632 Military Road Mosman,Mosman,SHR,69,263,20/03/2014,
5052762,"Hambledon Cottage, Grounds and Archaeology",Hassall Street,Parramatta,SHR,1888,2547,,
5012222,St. Peters Railway Station group,NULL,Marrickville,SHR,1250,NULL,20/03/2014,
5012243,Tempe Railway Station Group,NULL,Marrickville,SHR,1266,2422,20/03/2014,
5012054,Helensburgh Railway Station group,NULL,Wollongong City,SHR,1168,NULL,20/03/2014,
5045003,Stanmore House,88 Enmore Road Enmore,Marrickville,SHR,662,1706,20/03/2014,
5053937,Liverpool TAFE College (former Liverpool Hospital),NULL,Liverpool,SHR,1809,2288,20/03/2014,
5012254,Victoria Street Railway Station group,NULL,Maitland,SHR,1277,NULL,20/03/2014,
5060570,The Grange,"3249 O'Connell Road, Bathurst",Bathurst Regional,SHR,1904,2555,,
5051724,Wollongong East Post Office,91 Crown Street Wollongong,Wollongong City,SHR,1616,2085,20/03/2014,
5053885,Waverley Reservoir (Elevated) (WS 0136),NULL,Waverley,SHR,1646,2059,20/03/2014,
5011926,Ben Bullen Railway Station group,NULL,Lithgow,SHR,1082,NULL,20/03/2014,
5053186,Playfair's Terrace,1-7 Atherden Street The Rocks,Sydney,SHR,1570,NULL,20/03/2014,
5045481,Royal Newcastle Hospital - The Club Building,NULL,Newcastle,SHR,824,NULL,20/03/2014,
5012055,Henty Railway Station and yard group,Main Southern railway Henty,Greater Hume,SHR,1169,2668,12/01/2015,
5045480,Bundarra Police Station & Courthouse,NULL,Uralla,SHR,229,539,20/03/2014,
5045193,"Tresco, grounds and trees",97 Elizabeth Bay Road Elizabeth Bay,Sydney,SHR,780,1863,20/03/2014,
5045352,St. Brigid's Roman Catholic Church & School,"14, 16 Kent Street Millers Point",Sydney,SHR,645,1668,20/03/2014,
5045493,Stanwell Park Rail Viaduct over Stanwell Creek,NULL,Wollongong City,SHR,1054,2166,20/03/2014,
5053212,"Shops and Residences, Terrace",95-99 George Street The Rocks,Sydney,SHR,1596,NULL,20/03/2014,
5045416,Tarella,3 Amherst Street Cammeray,North Sydney,SHR,270,639,20/03/2014,
5044980,Railway Goods Shed,76 Cowper Street Wallsend,Newcastle,SHR,739,1801,20/03/2014,
5045751,Rose Cottage and Early Slab Hut,NULL,Penrith,SHR,1392,1392,20/03/2014,
5012210,Rockdale Railway Station Group,NULL,Rockdale,SHR,1238,2073,20/03/2014,
5045373,Kailoa,44 Union Street North Sydney,North Sydney,SHR,179,436,20/03/2014,
5061184,Olympic Cauldron at Sydney Olympic Park,NULL,Auburn,SHR,1839,2343,20/03/2014,
5052865,St. Thomas' Anglican Church,NULL,Port Macquarie-Hastings,SHR,1653,2079,20/03/2014,
5045079,Mahratta and Site,1526 Pacific Highway Wahroonga,Ku-Ring-Gai,SHR,708,1712,20/03/2014,
5045589,City Mutual Life Assurance Building,60-66 Hunter Street Sydney,Sydney,SHR,585,1583,20/03/2014,
5045509,Bowenfels Railway Station and Stationmaster's House,NULL,Lithgow,SHR,475,1174,20/03/2014,
5045056,Reussdale,160 Bridge Road Glebe,Sydney,SHR,292,716,20/03/2014,
5045282,Cliffbrook,45-51 Beach Street Coogee,Randwick,SHR,609,1620,20/03/2014,
5014095,Currango Homestead,NULL,Cooma-Monaro,SHR,983,NULL,20/03/2014,
5012221,St. Marys Railway Station Group,NULL,Penrith,SHR,1249,2417,20/03/2014,
5061189,El Alamein Memorial Fountain,NULL,Sydney,SHR,1847,2329,20/03/2014,
5012101,Menangle Railway Station group,NULL,Wollondilly,SHR,1191,NULL,20/03/2014,
5051441,Sewage Pumping Station 18,NULL,Sydney,SHR,1339,2029,20/03/2014,
5012123,Newtown Railway Station group and Former Newtown Tramway Depot,NULL,Sydney,SHR,1213,2391,20/03/2014,
5012290,Wingello Railway Station group,NULL,Wingecarribee,SHR,1288,NULL,20/03/2014,
5045419,Tahlee Bible College,NULL,Great Lakes,SHR,569,1561,20/03/2014,
5060063,St. Francis Xavier's Roman Catholic Church,NULL,Wingecarribee,SHR,1771,2186,20/03/2014,
5061596,St. Peters Anglican Church Group and Glebe Cemetery (Draft),47 William Street East Maitland,Maitland,SHR,1886,2550,20/03/2014,
5053205,"Shop, Ken Duncan Gallery",73 George Street The Rocks,Sydney,SHR,1589,NULL,20/03/2014,
5045654,Caroline Chisholm Cottage,3 Mill Street East Maitland,Maitland,SHR,500,1289,20/03/2014,
5012261,Wallerawang rail bridges over Cox's River,NULL,Lithgow,SHR,1064,2168,20/03/2014,
5052821,Orielton,179 Northern Road Narellan,Camden,SHR,1693,1926,20/03/2014,
5012081,Lismore Railway Station group,NULL,Lismore,SHR,1180,NULL,20/03/2014,
5012248,Tocumwal road and rail bridge over Murray River,Narrandera-Tocumwal railway,Berrigan,SHR,1061,2685,4/12/2014,
5045128,Weidmann Cottage,132 Bridge Street Muswellbrook,Muswellbrook,SHR,260,626,20/03/2014,
5045611,Louisaville,2 Wells Street Balmain,Leichhardt,SHR,189,446,20/03/2014,
5045210,Cranbrook Group,"10, 14 Australia Street Camperdown",Marrickville,SHR,418,957,20/03/2014,
5045666,"Garibaldi, The",NULL,Hunters Hill,SHR,135,393,20/03/2014,
5045585,Little Hunter and Hamilton Street Precinct,NULL,Sydney,SHR,599,1169,20/03/2014,
5012258,Wahroonga Railway Station group,NULL,Ku-Ring-Gai,SHR,1280,2451,20/03/2014,
5053143,Australian Hotel,100-104 Cumberland Street The Rocks,Sydney,SHR,1528,NULL,20/03/2014,
5045737,St. Paul's Anglican Church,221 Old Northern Road Castle Hill,Baulkham Hills,SHR,332,806 (draft),20/03/2014,
5044994,Ozanam House,5-7 Young Street Sydney,Sydney,SHR,701,1753,20/03/2014,
5053525,Queen Victoria Building,429-481 George Street Sydney,Sydney,SHR,1814,1952,20/03/2014,
5045052,Albury Technical College,502 Dean Street Albury,Albury City,SHR,137,399,20/03/2014,
5051470,Cordeaux Dam,NULL,Wollondilly,SHR,1360,NULL,20/03/2014,
5054620,Trinity Uniting Church,62 The Boulevarde Strathfield,Burwood,SHR,1671,1915,20/03/2014,
5051432,Petersham Service Reservoir & Site,NULL,Marrickville,SHR,1331,2025,20/03/2014,
5014136,Callan Park House - Rozelle Hospital,NULL,Leichhardt,SHR,823,NULL,20/03/2014,
5055109,"Trial Bay Gaol, Breakwater and Environs",NULL,Kempsey,SHR,1825,2315,20/03/2014,
5045555,Palisade Hotel,35-37 Bettington Street Millers Point,Sydney,SHR,510,1327,20/03/2014,
5044707,Gladesville Drill Hall,144 Ryde Road Gladesville,Ryde,SHR,782,1868,20/03/2014,
5045237,Egglemont,11 Cranbrook Avenue Cremorne,North Sydney,SHR,321,755,20/03/2014,
5012245,The Rock Station and yard group,NULL,Lockhart,SHR,1268,2492,20/03/2014,
5045258,Hawker & Vance Produce Exchange,95-99 Sussex Street Sydney,Sydney,SHR,409,941,20/03/2014,
5011973,Cooerwull Railway footbridge,Top Points Zig Zag Railway Lithgow,Lithgow,SHR,1115,NULL,20/03/2014,
5045155,Addington House,813 Victoria Road Ryde,Ryde,SHR,33,177,20/03/2014,
5045264,Lilianfels,10-16 Panorama Drive Katoomba,Blue Mountains,SHR,431,1103,20/03/2014,
5053418,Up-To-Date Store and Garth Jones Collection of farm machinery,127-129 Cowabbie Street Coolamon,Coolamon,SHR,1761,2011,20/03/2014,
5045365,"Homestead, The",1a Lionel Street Georges Hall,Bankstown,SHR,448,1108,20/03/2014,
5045305,Stables at rear of Police Station,32-34 Bridge Street Windsor,Hawkesbury,SHR,1018,NULL,20/03/2014,
5012294,Yass Junction Railway Station group,NULL,Yass Valley,SHR,1291,NULL,20/03/2014,
5001137,Black Mountain Railway Station,Main Northern railway Black Mountain,Guyra,SHR,1087,2647,10/06/2014,
5045524,Albury rail bridge over Murray River,NULL,Albury City,SHR,1020,2159,20/03/2014,
5012042,Burrinjuck Dam Site (Greater),NULL,Yass Valley,SHR,959,NULL,20/03/2014,
5051544,Callan Park Conservation Area & Buildings,NULL,Leichhardt,SHR,818,1976,20/03/2014,
5012028,Gulgong Railway Station and yard group,NULL,Mid-Western Regional,SHR,1158,NULL,20/03/2014,
5045181,Exeter Farm,NULL,Blacktown,SHR,205,2459,20/03/2014,
5051363,Colemans Bridge over Leycester Creek,Main Road 544 Lismore,Lismore,SHR,1463,2675,14/01/2015,
5045546,Wilton Park,NULL,Wollondilly,SHR,257,562,20/03/2014,
5012252,Uralla Railway Station group,NULL,Uralla,SHR,1275,NULL,20/03/2014,
5001346,Towrang Convict Stockade and Associated Sites,,Golburn Mulwaree,SHR,1905,2465,,
5045090,Wales House,64-66 Pitt Street Sydney,Sydney,SHR,586,1584,20/03/2014,
5051311,Dundullimal,NULL,Dubbo,SHR,1497,2125,20/03/2014,
5045002,Albury Railway Station and Yard Group,Railway Place Albury,Albury,SHR,1073,2649,4/06/2014,
5053155,Commercial building,231 George Street The Rocks,Sydney,SHR,1540,2372,20/03/2014,
5045476,Pitt Street Uniting Church,264 Pitt Street Sydney,Sydney,SHR,22,173,20/03/2014,
5045596,Boomerang,42 Billyard Avenue Elizabeth Bay,Sydney,SHR,38,206,20/03/2014,
5054666,"Rathmines Park, former RAAF Seaplane Base",NULL,Lake Macquarie,SHR,1740,1985,20/03/2014,
5001342,Montreal Community Theatre,"44 Russell Street, Tumut",Tumut,SHR,1909,2568,,
5051298,Newcastle Post Office,96 Hunter Street Newcastle,Newcastle,SHR,1442,2120,20/03/2014,
5055031,Wandi,"Hume Highway, Marulan",Goulburn Mulwaree,SHR,1827,2278,,
5053429,Maitland Lodge of Unity Masonic Hall and Lodge,"5 Victoria Street, Maitland",Maitland,SHR,1937,2617,17/12/2014,
5045626,Horsley Homestead,NULL,Wollongong City,SHR,134,392,20/03/2014,
5054684,Rail Paybus FP1,NSW Rail Transport Museum Barbour Road Thirlmere,Wollondilly,SHR,1673,NULL,20/03/2014,
5045708,Rosemont,14 Rosemont Avenue Woollahra,Woollahra,SHR,294,720,20/03/2014,
5045689,Middle Head Military Fortifications,NULL,Mosman,SHR,999,2283,20/03/2014,
5060289,M24 Japanese Midget Submarine wreck site,NULL,Unincorporated,SHR,1785,NULL,20/03/2014,
5001049,Millers Point Conservation Area,,Sydney,SHR,884,2282,24/10/2014,
5012253,Valley Heights Railway Station and Locomotive Depot,NULL,Blue Mountains,SHR,1276,2429,20/03/2014,
5053080,Bathurst Cathedral Bells,All Saints Anglican Cathedral Church Street Bathurst,Bathurst Regional,SHR,1707,NULL,20/03/2014,
5062423,Cootamundra former No.3 AIFD (World War II Aviation Fuel Depot),219 Sutton St Cootamundra,Cootamundra,SHR,1943,2628,26/02/2015,
5051563,Broken Hill Mosque,NULL,Broken Hill,SHR,1819,2308,20/03/2014,
5053936,Wooleybah Sawmill and Settlement,NULL,Warrumbungle,SHR,1846,1961,20/03/2014,
5045747,Prospect Post Office (former),23 Tarlington Place Prospect,Blacktown,SHR,1385,2267,20/03/2014,
5051428,Manly Dam,NULL,Warringah,SHR,1327,2021,20/03/2014,
5012213,Rylstone Railway Station and yard group,NULL,Mid-Western Regional,SHR,1240,NULL,20/03/2014,
5045680,Gleniffer Brae,NULL,Wollongong City,SHR,557,1183,20/03/2014,
5053173,Lilyvale,176  Cumberland Street The Rocks,Sydney,SHR,1558,2662,23/12/2014,
5045740,North Head Quarantine Station & Reserve,NULL,Manly,SHR,1003,2002,20/03/2014,
5053866,Middle Harbour Syphon NSOOS,NULL,Manly,SHR,1628,2044,20/03/2014,
5051412,European Rock carvings,226 (rear) Windsor Road Northmead,Parramatta,SHR,680,1730,20/03/2014,
5055453,Holy Trinity Greek Orthodox Church,626-630 Bourke Street Surry Hills,Sydney,SHR,1816,2316,20/03/2014,
5053142,"ASN Hotel Building (former), Visa Offices",91 George Street The Rocks,Sydney,SHR,1527,NULL,20/03/2014,
5011969,Casino Railway Station and yard group,NULL,Richmond Valley,SHR,1111,NULL,20/03/2014,
5012239,Tarana Railway Station and yard group,NULL,Lithgow,SHR,1263,NULL,20/03/2014,
5011951,Bowning Railway Station group,Main Southern railway Bowning,Yass Valley,SHR,1096,2656,5/12/2014,
5012049,Hamilton Railway Station Group,NULL,Newcastle,SHR,1164,2455,20/03/2014,
5051271,Junee Post Office,119 Lorne Street Junee,Junee,SHR,1425,NULL,20/03/2014,
5045102,Tenterfield Post Office & Quarters,225 Rouse Street Tenterfield,Tenterfield,SHR,1315,NULL,20/03/2014,
5061153,St. Ambrose Church,NULL,Gilgandra,SHR,1853,2355,20/03/2014,
5051425,Double Bay Compressed Air Ejector Station,NULL,Woollahra,SHR,1324,2019,20/03/2014,
5045690,Dappeto,171 Wollongong Road Arncliffe,Rockdale,SHR,638,1670,20/03/2014,
5045459,Venice,66 Frenchmans Road Randwick,Randwick,SHR,175,428,20/03/2014,
5045111,Bentinck Street Elm Trees,NULL,Bathurst Regional,SHR,369,875 (draft),20/03/2014,
5014138,The Gunnery,43-51 Cowper Wharf Road Woolloomooloo,Sydney,SHR,927,NULL,20/03/2014,
5012240,Taree Railway Station group,NULL,Greater Taree,SHR,1264,NULL,20/03/2014,
5053151,Campbell's Stores,7-27 Circular Quay West The Rocks,Sydney,SHR,1536,NULL,20/03/2014,
5045001,Railway Workshops (former),NULL,Goulburn Mulwaree,SHR,601,1567,20/03/2014,
5045714,Tanilba House & The Temple,NULL,Port Stephens,SHR,29,84,20/03/2014,
5012080,Lilyvale railway tunnels,NULL,Wollongong City,SHR,1179,2399,20/03/2014,
5053203,Shop and Residence - Ariel Bookshop,103 George Street The Rocks,Sydney,SHR,1587,NULL,20/03/2014,
5053088,Bathurst Old School of Arts Library Collection,Bathurst City Library 70-78 Keppel Street Bathurst,Bathurst Regional,SHR,1712,NULL,20/03/2014,
5045594,Church of Holy Trinity,NULL,Wingecarribee,SHR,96,325,20/03/2014,
5011970,Grafton Correctional Centre,170 Hoof Street Grafton,Clarence Valley,SHR,809,2284,20/03/2014,
5053251,Parliament House,NULL,Sydney,SHR,1615,2101,20/03/2014,
5011999,Dumaresq Railway station group,NULL,Armidale Dumaresq,SHR,1132,NULL,20/03/2014,
5045005,Cyprus-Hellene Club,150-152 Elizabeth Street Sydney,Sydney,SHR,773,1845,20/03/2014,
5045591,Maitland Synagogue (former),47 Church Street Maitland,Maitland,SHR,376,881,20/03/2014,
5045123,Picton railway viaduct over Stonequarry Creek,NULL,Wollondilly,SHR,1051,NULL,20/03/2014,
5045209,Leura,24 Victoria Road Bellevue Hill,Woollahra,SHR,47,223,20/03/2014,
5045328,Smith's Flour Mill (former),91 Newcastle Road East Maitland,Maitland,SHR,237,589,20/03/2014,
5045535,Old Rectory,NULL,Blayney,SHR,323,776,20/03/2014,
5045283,Alfred's Terrace,"37, 39, 41, 43, 45, 47 Kent Street Millers Point",Sydney,SHR,837,2695,20/03/2014,
5045048,Kendall School of Arts,NULL,Port Macquarie-Hastings,SHR,479,1195,20/03/2014,
5045379,Manufacturers House,35-37 Watt Street Newcastle,Newcastle,SHR,314,748,20/03/2014,
5011927,Berry Railway Station group,Illawarra railway Berry,Shoalhaven,SHR,1084,2382,20/03/2014,
5055014,St. Anne's Church,60 Blair Street Bondi,Waverley,SHR,1706,1957,20/03/2014,
5053623,Penders,,Bega Valley,SHR,1913,2575,15/08/2014,
5051395,St. John's Anglican Cemetery,1 O'Connell Street Parramatta,Parramatta,SHR,49,419,20/03/2014,
5053894,Scone Civic Theatre,144 Kelly Street Scone,Upper Hunter,SHR,1660,2071,20/03/2014,
5045725,Hobsons Shops Golden West Trading Post,NULL,Mid-Western Regional,SHR,402,975,20/03/2014,
5045232,"Hobartville, including outbuildings",NULL,Hawkesbury,SHR,35,179,20/03/2014,
5014091,Blue Mountains Walking tracks,NULL,Blue Mountains,SHR,980,NULL,20/03/2014,
5053206,"Shop, Rockpool Restaurant",107-109 George Street The Rocks,Sydney,SHR,1590,NULL,20/03/2014,
5012238,Tarago Railway Station group,NULL,Goulburn Mulwaree,SHR,1262,NULL,20/03/2014,
5045709,Gladswood House,11 Gladswood Gardens Double Bay,Woollahra,SHR,496,1284,20/03/2014,
5051239,Jenner House,2 Macleay Street Potts Point,Sydney,SHR,776,2319,20/03/2014,
5051309,Eric Pratten House,29 Telegraph Road Pymble,Ku-Ring-Gai,SHR,1443,2119,20/03/2014,
5045482,St. Thomas Anglican Church,NULL,Penrith,SHR,426,976,20/03/2014,
5045301,Campbelltown Post Office (former),261 Queen Street Campbelltown,Campbelltown,SHR,265,644,20/03/2014,
5045704,Old Police Station & Courthouse,74 Binnia Street Coolah,Warrumbungle,SHR,48,136,20/03/2014,
5012095,Marrangaroo railway viaduct,NULL,Lithgow,SHR,1046,NULL,20/03/2014,
5045592,Hexam Terrace,"59, 61, 63 Kent Street Millers Point",Sydney,SHR,872,NULL,20/03/2014,
5045130,Kurkulla,NULL,Wingecarribee,SHR,503,1273,20/03/2014,
5053176,Merchants House,43-45 George Street The Rocks,Sydney,SHR,1561,NULL,20/03/2014,
5053928,"Bogey Hole, The",NULL,Newcastle,SHR,1678,1933,20/03/2014,
5044970,Macquarie Field House,NULL,Campbelltown,SHR,424,983,20/03/2014,
5061088,Glenbrook Railway and World War Two Mustard Gas Storage Tunnel,NULL,Blue Mountains,SHR,1861,2458,20/03/2014,
5053900,Coal River Precinct,NULL,Newcastle,SHR,1674,1940,20/03/2014,
5051260,St. Ignatius School,30 Caddell Street Wentworth,Wentworth,SHR,1507,2134,20/03/2014,
5045364,Purulia,16 Fox Valley Road Wahroonga,Ku-Ring-Gai,SHR,184,376,20/03/2014,
5051312,Blacktown Native Institution,NULL,Blacktown,SHR,1866,2474,20/03/2014,
5051421,Centennial Park Reservoir WS001,3R Oxford Street Centennial Park,Randwick,SHR,1320,2016,20/03/2014,
5051583,Berrima Internment Group,NULL,Wingecarribee,SHR,1848,2386,20/03/2014,
5045183,Hammond and Wheatley Commercial Emporium,69-75 Hyde Street Bellingen,Bellingen,SHR,186,366,20/03/2014,
5045074,Walter Sully Emporium,404-408 Argent Street Broken Hill,Broken Hill,SHR,690,1740,20/03/2014,
5045384,Great Northern Hotel,89 Scott Street Newcastle,Newcastle,SHR,507,1315,20/03/2014,
5045630,Electricity Power House,23 Albany Street Crows Nest,North Sydney,SHR,931,NULL,20/03/2014,
5051354,Barham Bridge over Murray River,NULL,Wakool,SHR,1456,NULL,20/03/2014,
5045501,Singleton District Hospital,25 Dangar Road Singleton,Singleton,SHR,833,NULL,20/03/2014,
5012211,Rydal Railway Station group,NULL,Lithgow,SHR,1239,NULL,20/03/2014,
5053230,Unwin's Stores,77-85 George Street The Rocks,Sydney,SHR,1613,NULL,20/03/2014,
5045484,McCrossins Mill,NULL,Uralla,SHR,161,422,20/03/2014,
5056455,"Ben Buckler Gun Battery 1893, 9.2"" Disappearing Gun",NULL,Waverley,SHR,1742,2095,20/03/2014,
5045218,Shipwrights Arms Inn (former),75 Windmill Street Millers Point,Sydney,SHR,850,NULL,20/03/2014,
5001059,St. Paul's Anglican Church and Pipe Organ,205 Burwood Road Burwood,Burwood,SHR,436,1126,20/03/2014,
5012129,Parkes Railway Station group,NULL,Parkes,SHR,1220,NULL,20/03/2014,
5045415,Government Depot Site (former),NULL,Blacktown,SHR,345,824,20/03/2014,
5053189,Reynolds's Cottages,28-30 Harrington Street The Rocks,Sydney,SHR,1573,NULL,20/03/2014,
5045062,Royal Automobile Club,89-91 Macquarie Street Sydney,Sydney,SHR,700,1752,20/03/2014,
5012296,Yass Town rail bridge over Yass River,NULL,Yass Valley,SHR,1292,2169,20/03/2014,
5045334,National Mutual Building,348 - 352 George Street Sydney,Sydney,SHR,234,548,20/03/2014,
5045260,Weatherboard Inn Archaeological Site,1-15 Matcham Avenue Wentworth Falls,Blue Mountains,SHR,595,1602,20/03/2014,
5045449,Dominican Roman Catholic Convent,NULL,Tamworth Regional,SHR,122,317,20/03/2014,
5045662,Bourke Court House,NULL,Bourke,SHR,791,2494,20/03/2014,
5060490,Mullumbimby Hydro-electric Power Station Complex,,Byron,SHR,1926,2597,3/07/2014,
5053260,Bloomfield Hospital,NULL,Orange,SHR,1745,2066,20/03/2014,
5053417,St. Stephen's Uniting Church,197 Macquarie Street Sydney,Sydney,SHR,1704,1960,20/03/2014,
5045078,Cox's Cottage,2 St Thomas Road Mulgoa,Penrith,SHR,171,2330,20/03/2014,
5045303,Point Stephens Lighthouse Group,NULL,Port Stephens,SHR,1005,2249,20/03/2014,
5045451,Tempe House & St Magdalenes Chapel,1 Princes Highway Arncliffe,Rockdale,SHR,725,1778,20/03/2014,
5012047,Gunning Railway Station and yard group,NULL,Upper Lachlan,SHR,1162,NULL,20/03/2014,
5060554,"Great North Road, Between Mt Manning and Wollombi",NULL,Hawkesbury,SHR,1789,2238,20/03/2014,
